"state" "time" "cost" "Item"
"FailureState 3" 1.07441419951992 0 21
"WorkingState 3" 1.08136889863149 273.080125041453 21
"WorkingState 4" 1.11697918524636 0 21
"FailureState 4" 1.12915420008692 0 21
"WorkingState 1" 1.14111052509213 705.896583444151 21
"WorkingState 2" 1.24613403350996 0 21
"WorkingState 3" 2.12487580755364 0 21
"WorkingState 1" 0 0 22
"WorkingState 2" 0.541382470499197 0 22
"FailureState 2" 1.78218845144038 0 22
"WorkingState 2" 1.78630713943034 170.938779983361 22
"FailureState 2" 2.54761935704892 0 22
"WorkingState 1" 0 0 23
"WorkingState 2" 4.078301993401 0 23
"WorkingState 1" 0 0 24
"WorkingState 2" 0.407406777402235 0 24
"WorkingState 3" 0.541162541501927 0 24
"FailureState 3" 0.90108404326045 0 24
"WorkingState 3" 0.902388590841347 298.998102466404 24
"WorkingState 4" 0.986012223967147 0 24
"FailureState 4" 1.28305048612774 0 24
"WorkingState 1" 1.30047967774137 756.322644131334 24
"WorkingState 2" 3.51341568637694 0 24
"WorkingState 1" 0 0 25
"WorkingState 2" 3.06259371240728 0 25
"WorkingState 1" 0 0 26
"WorkingState 2" 0.624534788982536 0 26
"WorkingState 3" 0.779762643960742 0 26
"WorkingState 4" 0.867106956179007 0 26
"FailureState 4" 0.873420992472681 0 26
"WorkingState 1" 0.88023346581192 755.501712137093 26
"WorkingState 2" 20.6078727409193 0 26
"WorkingState 1" 0 0 27
"WorkingState 2" 2.36061669318038 0 27
"WorkingState 1" 0 0 28
"WorkingState 2" 0.126178013265559 0 28
"WorkingState 3" 0.700839028225123 0 28
"FailureState 3" 0.927153083183624 0 28
"WorkingState 3" 0.92854613372699 333.052328029268 28
"WorkingState 4" 1.08077716361756 0 28
"FailureState 4" 1.13351078876544 0 28
"WorkingState 1" 1.13654919056106 760.405200338021 28
"WorkingState 2" 1.55145058642485 0 28
"WorkingState 3" 1.59515389101265 0 28
"FailureState 3" 2.07872826806371 0 28
"WorkingState 1" 0 0 29
"WorkingState 2" 2.30482997908059 0 29
"WorkingState 1" 0 0 30
"WorkingState 2" 1.62532596879134 0 30
"WorkingState 3" 1.65464819534431 0 30
"WorkingState 4" 1.71229491221901 0 30
"FailureState 4" 1.79105136494925 0 30
"WorkingState 4" 1.8023686363845 367.087960286419 30
"FailureState 4" 2.05486261977592 0 30
"WorkingState 1" 0 0 31
"WorkingState 2" 2.48669834431642 0 31
"WorkingState 1" 0 0 32
"WorkingState 2" 0.327672152366672 0 32
"WorkingState 3" 0.734781666012419 0 32
"FailureState 3" 0.8041386847795 0 32
"WorkingState 3" 0.807814574758175 302.830786971378 32
"FailureState 3" 1.278995049282 0 32
"WorkingState 3" 1.28385658351539 282.766961487161 32
"FailureState 3" 1.29745634119869 0 32
"WorkingState 3" 1.29884291983765 338.304208878806 32
"FailureState 3" 1.41998567245567 0 32
"WorkingState 3" 1.42391709780633 278.891610134238 32
"WorkingState 4" 1.62674697010996 0 32
"FailureState 4" 1.62914733908839 0 32
"WorkingState 4" 1.64195387559501 385.291198206678 32
"FailureState 4" 1.70810394917623 0 32
"WorkingState 4" 1.71076155630395 405.349522454056 32
"FailureState 4" 2.07729720232739 0 32
"WorkingState 1" 0 0 33
"FailureState 1" 0.00772254447885314 0 33
"WorkingState 1" 0.00981130501538743 76.7196791306575 33
"WorkingState 2" 1.59330112390328 0 33
"FailureState 2" 1.73248185732834 0 33
"WorkingState 2" 1.73346772155504 142.017442384241 33
"FailureState 2" 2.22617346998723 0 33
"WorkingState 1" 0 0 34
"WorkingState 2" 0.296390313410041 0 34
"FailureState 2" 0.803907893597929 0 34
"WorkingState 2" 0.807697747396936 151.367268218104 34
"WorkingState 3" 1.06501967002424 0 34
"FailureState 3" 1.30378001743986 0 34
"WorkingState 3" 1.30576141025538 257.340309037987 34
"WorkingState 4" 1.39464774697727 0 34
"FailureState 4" 1.44801699074317 0 34
"WorkingState 1" 1.45415794471606 719.034360265929 34
"WorkingState 2" 1.48389616993423 0 34
"WorkingState 3" 2.47571729652126 0 34
"WorkingState 1" 0 0 35
"WorkingState 2" 0.296093053962637 0 35
"FailureState 2" 0.389344425890114 0 35
"WorkingState 2" 0.393952073004487 123.225297725952 35
"FailureState 2" 0.608245068776802 0 35
"WorkingState 2" 0.611223508079535 125.190283726003 35
"WorkingState 3" 0.861576236267475 0 35
"WorkingState 4" 1.30911326831538 0 35
"FailureState 4" 1.80178774157074 0 35
"WorkingState 4" 1.81072391207959 389.882151180597 35
"FailureState 4" 1.9603251106691 0 35
"WorkingState 4" 1.97039530089838 378.216502915116 35
"FailureState 4" 2.10200101635467 0 35
"WorkingState 1" 0 0 36
"WorkingState 2" 1.33017588725002 0 36
"FailureState 2" 1.52074241477792 0 36
"WorkingState 2" 1.52948168257724 186.024582886021 36
"WorkingState 3" 1.74243211060352 0 36
"FailureState 3" 1.85055406353491 0 36
"WorkingState 3" 1.85616925490252 299.696930114338 36
"WorkingState 4" 2.288266482948 0 36
"WorkingState 1" 0 0 37
"WorkingState 2" 7.2406271784939 0 37
"WorkingState 1" 0 0 38
"WorkingState 2" 0.842008220088718 0 38
"WorkingState 3" 1.3403995335874 0 38
"WorkingState 4" 1.75562273569027 0 38
"FailureState 4" 2.06716429134908 0 38
"WorkingState 1" 0 0 39
"WorkingState 2" 8.44500893771453 0 39
"WorkingState 1" 0 0 40
"FailureState 1" 0.0790228208986421 0 40
"WorkingState 1" 0.0835054412088202 103.590470536789 40
"WorkingState 2" 0.127349094584304 0 40
"WorkingState 3" 1.38704300669358 0 40
"WorkingState 4" 2.19363837654177 0 40
"WorkingState 1" 0 0 41
"WorkingState 2" 0.547781981467839 0 41
"WorkingState 3" 1.41161523402384 0 41
"FailureState 3" 1.62452628625947 0 41
"WorkingState 3" 1.63525653293646 290.122161839438 41
"WorkingState 4" 1.87204844736453 0 41
"FailureState 4" 2.23098983873889 0 41
"WorkingState 1" 0 0 42
"FailureState 1" 4.34713251192369 0 42
"WorkingState 1" 0 0 43
"WorkingState 2" 0.780060696579979 0 43
"FailureState 2" 0.830733769085389 0 43
"WorkingState 2" 0.831649426465868 137.555787825915 43
"FailureState 2" 0.835398634708657 0 43
"WorkingState 2" 0.836577805362368 138.778238179544 43
"WorkingState 3" 1.00629878532168 0 43
"FailureState 3" 1.10611808836358 0 43
"WorkingState 3" 1.1113870213615 326.354234950898 43
"WorkingState 4" 1.22660837845569 0 43
"FailureState 4" 1.38547333773912 0 43
"WorkingState 1" 1.38704549969134 722.676202131288 43
"WorkingState 2" 3.15349877489807 0 43
"WorkingState 1" 0 0 44
"WorkingState 2" 2.9108759911507 0 44
"WorkingState 1" 0 0 45
"WorkingState 2" 0.742542972074366 0 45
"WorkingState 3" 1.01991827262089 0 45
"WorkingState 4" 1.44369756846352 0 45
"FailureState 4" 1.50562362021432 0 45
"WorkingState 4" 1.50785394240069 415.575355699537 45
"FailureState 4" 2.12653813557539 0 45
"WorkingState 1" 0 0 46
"WorkingState 2" 1.59903506340586 0 46
"FailureState 2" 2.6959030154313 0 46
"WorkingState 1" 0 0 47
"WorkingState 2" 2.75355573819673 0 47
"WorkingState 1" 0 0 48
"WorkingState 2" 0.0843216994536906 0 48
"WorkingState 3" 1.1554364622058 0 48
"WorkingState 4" 1.55356464461582 0 48
"FailureState 4" 1.83702990849289 0 48
"WorkingState 4" 1.84287611583885 430.730123012245 48
"FailureState 4" 1.84587367203281 0 48
"WorkingState 4" 1.85139433045548 427.221417625325 48
"FailureState 4" 1.96841465061375 0 48
"WorkingState 4" 1.97447285034694 410.641784105892 48
"FailureState 4" 2.18689087348633 0 48
"WorkingState 1" 0 0 49
"WorkingState 2" 1.73695526279839 0 49
"WorkingState 3" 1.7533896444381 0 49
"FailureState 3" 2.04210641274772 0 49
"WorkingState 1" 0 0 50
"WorkingState 2" 0.611408849580537 0 50
"WorkingState 3" 0.937729122332738 0 50
"WorkingState 4" 1.28336485986326 0 50
"FailureState 4" 1.54612631412906 0 50
"WorkingState 4" 1.55131904559033 417.455560964588 50
"FailureState 4" 1.6243177256811 0 50
"WorkingState 4" 1.63108613455084 419.93400615458 50
"FailureState 4" 1.7225173437596 0 50
"WorkingState 4" 1.72873989059261 421.928967615124 50
"FailureState 4" 1.86099050598595 0 50
"WorkingState 4" 1.86349156189585 420.541461523705 50
"FailureState 4" 2.28042031897253 0 50
"WorkingState 1" 0 0 51
"WorkingState 2" 1.05125332925318 0 51
"FailureState 2" 1.19382060934184 0 51
"WorkingState 2" 1.19996320667946 167.504526955904 51
"WorkingState 3" 1.45165703465325 0 51
"WorkingState 4" 1.72175964669491 0 51
"FailureState 4" 1.75567808555775 0 51
"WorkingState 4" 1.76492051748784 440.305610359666 51
"FailureState 4" 2.58479396280586 0 51
"WorkingState 1" 0 0 52
"FailureState 1" 2.28632877364939 0 52
"WorkingState 1" 0 0 53
"WorkingState 2" 0.801390402929838 0 53
"FailureState 2" 1.18784224382816 0 53
"WorkingState 2" 1.2028912692573 137.350801785772 53
"FailureState 2" 2.42655308520976 0 53
"WorkingState 1" 0 0 54
"WorkingState 2" 0.318927042159643 0 54
"FailureState 2" 0.344010299770155 0 54
"WorkingState 2" 0.344739962933367 131.383742125264 54
"FailureState 2" 0.663281747102807 0 54
"WorkingState 2" 0.668837473768439 118.655503602515 54
"WorkingState 3" 2.54540653475958 0 54
"WorkingState 1" 0 0 55
"WorkingState 2" 3.0042685587548 0 55
"WorkingState 1" 0 0 56
"WorkingState 2" 0.03272264054283 0 56
"FailureState 2" 0.559821712945299 0 56
"WorkingState 2" 0.566684108561214 122.967511876168 56
"FailureState 2" 1.67809562261188 0 56
"WorkingState 2" 1.67874592204885 134.184653447263 56
"FailureState 2" 1.80235810468447 0 56
"WorkingState 2" 1.80497858818996 142.03702717636 56
"WorkingState 3" 2.12623046853575 0 56
"WorkingState 1" 0 0 57
"WorkingState 2" 7.48940322184991 0 57
"WorkingState 1" 0 0 58
"WorkingState 2" 1.22256374175835 0 58
"FailureState 2" 7.05539432258788 0 58
"WorkingState 1" 0 0 59
"FailureState 1" 0.13141835065607 0 59
"WorkingState 1" 0.131715991131902 100.856522214614 59
"WorkingState 2" 2.08129907817605 0 59
"WorkingState 1" 0 0 60
"WorkingState 2" 2.19187017967087 0 60
"WorkingState 1" 0 0 61
"WorkingState 2" 0.495077458790892 0 61
"WorkingState 3" 2.02574242748002 0 61
"WorkingState 1" 0 0 62
"WorkingState 2" 0.130698406927162 0 62
"WorkingState 3" 0.277250430274634 0 62
"WorkingState 4" 0.995416746792899 0 62
"FailureState 4" 1.02189361333746 0 62
"WorkingState 1" 1.02781452107727 765.188168901732 62
"WorkingState 2" 5.28206122442325 0 62
"WorkingState 1" 0 0 63
"WorkingState 2" 2.37996150570836 0 63
"WorkingState 1" 0 0 64
"WorkingState 2" 1.19315093007725 0 64
"WorkingState 3" 1.47473575524011 0 64
"FailureState 3" 1.58616999431756 0 64
"WorkingState 3" 1.59367053919454 307.016424394549 64
"WorkingState 4" 1.72312505436534 0 64
"FailureState 4" 1.8664663777492 0 64
"WorkingState 4" 1.8796359968786 405.764743700732 64
"FailureState 4" 2.16590509255966 0 64
"WorkingState 1" 0 0 65
"FailureState 1" 3.62377875925435 0 65
"WorkingState 1" 0 0 66
"WorkingState 2" 3.52678728589605 0 66
"WorkingState 1" 0 0 67
"WorkingState 2" 7.56051570359756 0 67
"WorkingState 1" 0 0 68
"WorkingState 2" 2.4572835811979 0 68
"WorkingState 1" 0 0 69
"FailureState 1" 2.95324926001277 0 69
"WorkingState 1" 0 0 70
"WorkingState 2" 4.20422081073309 0 70
"WorkingState 1" 0 0 71
"WorkingState 2" 0.984846763548406 0 71
"FailureState 2" 1.32711778766243 0 71
"WorkingState 2" 1.32978591656861 132.214446680036 71
"WorkingState 3" 2.58867810473073 0 71
"WorkingState 1" 0 0 72
"FailureState 1" 0.198210598202454 0 72
"WorkingState 1" 0.19933823783052 85.7771557859685 72
"WorkingState 2" 0.580050030039594 0 72
"WorkingState 3" 0.640877175526287 0 72
"FailureState 3" 1.17538195311784 0 72
"WorkingState 3" 1.17643173123041 282.792613502839 72
"WorkingState 4" 1.41682651554597 0 72
"FailureState 4" 1.50150627919713 0 72
"WorkingState 4" 1.50912501029606 370.225361515379 72
"FailureState 4" 1.57980847652461 0 72
"WorkingState 4" 1.58498818511237 407.399896309634 72
"FailureState 4" 1.72347730616926 0 72
"WorkingState 4" 1.72406367933898 410.046716489457 72
"FailureState 4" 2.21648792185122 0 72
"WorkingState 1" 0 0 73
"WorkingState 2" 2.72973907812562 0 73
"WorkingState 1" 0 0 74
"WorkingState 2" 1.00678813411921 0 74
"WorkingState 3" 1.36237120101614 0 74
"WorkingState 4" 1.51701764438307 0 74
"FailureState 4" 1.87249044299857 0 74
"WorkingState 4" 1.87651564328131 425.266524846835 74
"FailureState 4" 1.93145823488587 0 74
"WorkingState 4" 1.9455704893256 390.072204957842 74
"FailureState 4" 2.02696828418493 0 74
"WorkingState 1" 0 0 75
"FailureState 1" 4.09092568888172 0 75
"WorkingState 1" 0 0 76
"WorkingState 2" 4.19387998261817 0 76
"WorkingState 1" 0 0 77
"WorkingState 2" 2.38417157315397 0 77
"WorkingState 1" 0 0 78
"WorkingState 2" 0.616899734135665 0 78
"WorkingState 3" 0.721345498679277 0 78
"WorkingState 4" 0.747458338638012 0 78
"FailureState 4" 0.95123740402464 0 78
"WorkingState 1" 0.958872693991275 742.867456896732 78
"WorkingState 2" 8.88008901035041 0 78
"WorkingState 1" 0 0 79
"WorkingState 2" 6.91902101156102 0 79
"WorkingState 1" 0 0 80
"WorkingState 2" 1.27637362219744 0 80
"WorkingState 3" 2.83471988502676 0 80
"WorkingState 1" 0 0 81
"WorkingState 2" 3.46526067514983 0 81
"WorkingState 1" 0 0 82
"WorkingState 2" 0.729215472232948 0 82
"WorkingState 3" 1.41370039433095 0 82
"FailureState 3" 1.64242525749743 0 82
"WorkingState 3" 1.6477764386728 307.973595606061 82
"FailureState 3" 1.71068616111846 0 82
"WorkingState 3" 1.71851313093802 307.247897133232 82
"WorkingState 4" 1.86344034579087 0 82
"FailureState 4" 1.92680855029461 0 82
"WorkingState 4" 1.93218492371257 401.13814529002 82
"FailureState 4" 1.93473920812517 0 82
"WorkingState 4" 1.93827524063508 374.286091545624 82
"FailureState 4" 1.97702328761091 0 82
"WorkingState 4" 1.97920972784236 415.837568615973 82
"FailureState 4" 1.98396649576632 0 82
"WorkingState 4" 1.99243384501716 360.969582612115 82
"FailureState 4" 2.29520835169457 0 82
"WorkingState 1" 0 0 83
"WorkingState 2" 3.48585518147829 0 83
"WorkingState 1" 0 0 84
"WorkingState 2" 0.466654024136013 0 84
"WorkingState 3" 1.2146475931115 0 84
"WorkingState 4" 1.4491634123464 0 84
"FailureState 4" 1.5574975919239 0 84
"WorkingState 4" 1.56300730315933 397.90156811777 84
"FailureState 4" 1.87872591794353 0 84
"WorkingState 4" 1.88361305487234 401.780997289529 84
"FailureState 4" 2.19158067817454 0 84
"WorkingState 1" 0 0 85
"FailureState 1" 2.42583026078674 0 85
"WorkingState 1" 0 0 86
"WorkingState 2" 8.34447075240447 0 86
"WorkingState 1" 0 0 87
"WorkingState 2" 0.181655564063705 0 87
"WorkingState 3" 0.480029412357674 0 87
"FailureState 3" 1.66082008669111 0 87
"WorkingState 3" 1.66413129562967 271.489906404322 87
"FailureState 3" 1.676044002939 0 87
"WorkingState 3" 1.68668995682 326.198083153652 87
"FailureState 3" 2.22619474347344 0 87
"WorkingState 1" 0 0 88
"WorkingState 2" 1.8548866331705 0 88
"WorkingState 3" 2.18516113425346 0 88
"WorkingState 1" 0 0 89
"WorkingState 2" 0.406233296883625 0 89
"WorkingState 3" 0.648170489545391 0 89
"WorkingState 4" 1.46707248043806 0 89
"FailureState 4" 1.5336443067141 0 89
"WorkingState 4" 1.54339816596737 407.456864141352 89
"FailureState 4" 1.8485461131175 0 89
"WorkingState 4" 1.85157755259866 444.178436325222 89
"FailureState 4" 2.00603321791727 0 89
"WorkingState 1" 0 0 90
"FailureState 1" 1.5521103506149 0 90
"WorkingState 1" 1.55285898587047 76.3730914814436 90
"WorkingState 2" 3.48057266326691 0 90
"WorkingState 1" 0 0 91
"WorkingState 2" 1.74549763538696 0 91
"WorkingState 3" 2.97328805311613 0 91
"WorkingState 1" 0 0 92
"WorkingState 2" 0.105338714215589 0 92
"WorkingState 3" 0.410698202386845 0 92
"FailureState 3" 0.841162864578876 0 92
"WorkingState 3" 0.846889749948861 297.464573981377 92
"FailureState 3" 1.04443726595678 0 92
"WorkingState 3" 1.0525029404465 283.646655374646 92
"WorkingState 4" 1.1758971816176 0 92
"FailureState 4" 2.07242374884867 0 92
"WorkingState 1" 0 0 93
"FailureState 1" 0.989425929201216 0 93
"WorkingState 1" 0.990833642783304 86.3002382192593 93
"WorkingState 2" 4.08914609852924 0 93
"WorkingState 1" 0 0 94
"WorkingState 2" 1.81776249256344 0 94
"WorkingState 3" 2.32233581621945 0 94
"WorkingState 1" 0 0 95
"WorkingState 2" 0.340818531729245 0 95
"WorkingState 3" 0.638601368065604 0 95
"WorkingState 4" 1.07279582645764 0 95
"FailureState 4" 1.19184502883585 0 95
"WorkingState 1" 1.19850273596292 762.403894201438 95
"WorkingState 2" 3.33296857496437 0 95
"WorkingState 1" 0 0 96
"WorkingState 2" 0.122579371390051 0 96
"FailureState 2" 0.658179559193905 0 96
"WorkingState 2" 0.667748843315511 165.165968012356 96
"WorkingState 3" 0.722706507501505 0 96
"WorkingState 4" 0.78932784838549 0 96
"FailureState 4" 1.83435583726703 0 96
"WorkingState 4" 1.83681134385546 441.786507336601 96
"FailureState 4" 1.84084859398743 0 96
"WorkingState 4" 1.85187453287958 367.884140953622 96
"FailureState 4" 2.07095313249838 0 96
"WorkingState 1" 0 0 97
"WorkingState 2" 2.73805501707501 0 97
"WorkingState 1" 0 0 98
"WorkingState 2" 0.773044785197121 0 98
"WorkingState 3" 1.27293835014206 0 98
"FailureState 3" 1.50695140186742 0 98
"WorkingState 3" 1.50743418683242 292.708889910443 98
"WorkingState 4" 2.21126445016052 0 98
"WorkingState 1" 0 0 99
"WorkingState 2" 1.48703749400141 0 99
"WorkingState 3" 4.84681306420862 0 99
"WorkingState 1" 0 0 100
"WorkingState 2" 6.83280521235617 0 100
"WorkingState 1" 0 0 101
"WorkingState 2" 2.56563389585148 0 101
"WorkingState 1" 0 0 102
"FailureState 1" 0.442749612022944 0 102
"WorkingState 1" 0.443996276987368 100.352503203346 102
"WorkingState 2" 12.1911743519848 0 102
"WorkingState 1" 0 0 103
"WorkingState 2" 0.020815599561037 0 103
"WorkingState 3" 0.188886523083605 0 103
"FailureState 3" 0.370768848346948 0 103
"WorkingState 3" 0.372326088460307 324.495770984135 103
"FailureState 3" 0.656090218273171 0 103
"WorkingState 3" 0.657253097842398 306.873387365325 103
"FailureState 3" 1.54037019132112 0 103
"WorkingState 3" 1.54094872217371 294.685030613228 103
"FailureState 3" 1.70245979296492 0 103
"WorkingState 3" 1.70482942323747 319.161990374999 103
"FailureState 3" 1.86859139348133 0 103
"WorkingState 3" 1.87001056382913 280.747794414802 103
"FailureState 3" 1.90573252747091 0 103
"WorkingState 3" 1.90691213118545 278.465603906155 103
"FailureState 3" 2.43531845840366 0 103
"WorkingState 1" 0 0 104
"WorkingState 2" 0.580044399696607 0 104
"FailureState 2" 0.813686731430492 0 104
"WorkingState 2" 0.814588074860765 164.344571371382 104
"FailureState 2" 1.20979310196037 0 104
"WorkingState 2" 1.21539759668499 148.683596512185 104
"WorkingState 3" 1.37869016303423 0 104
"FailureState 3" 1.67629834279393 0 104
"WorkingState 3" 1.68107972466967 293.289823112451 104
"FailureState 3" 1.92353623802999 0 104
"WorkingState 3" 1.9361870562858 297.928038219676 104
"FailureState 3" 2.61925956524942 0 104
"WorkingState 1" 0 0 105
"WorkingState 2" 1.29060378592485 0 105
"WorkingState 3" 1.71573423317892 0 105
"FailureState 3" 1.91397011584414 0 105
"WorkingState 3" 1.91991430008202 281.963755030048 105
"WorkingState 4" 2.0255670362394 0 105
"WorkingState 1" 0 0 106
"WorkingState 2" 1.57928942067106 0 106
"FailureState 2" 2.36022603896096 0 106
"WorkingState 1" 0 0 107
"WorkingState 2" 1.47616199752558 0 107
"FailureState 2" 1.78191926022424 0 107
"WorkingState 2" 1.78455178606942 131.222055967514 107
"WorkingState 3" 2.0702195338115 0 107
"WorkingState 1" 0 0 108
"WorkingState 2" 5.25662268956768 0 108
"WorkingState 1" 0 0 109
"WorkingState 2" 0.0302614196602244 0 109
"FailureState 2" 1.239627442806 0 109
"WorkingState 2" 1.24268574546038 152.788405314645 109
"WorkingState 3" 1.30637689860743 0 109
"FailureState 3" 1.36131965634721 0 109
"WorkingState 3" 1.36748969760415 240.57580654854 109
"FailureState 3" 1.46321054295537 0 109
"WorkingState 3" 1.46617238897002 286.995178088186 109
"WorkingState 4" 1.81594191447733 0 109
"FailureState 4" 1.87245965834593 0 109
"WorkingState 4" 1.88678289171107 409.57283557128 109
"FailureState 4" 2.33681040545622 0 109
"WorkingState 1" 0 0 110
"WorkingState 2" 6.32437125840037 0 110
"WorkingState 1" 0 0 111
"WorkingState 2" 0.022483861965207 0 111
"WorkingState 3" 0.598733453104241 0 111
"WorkingState 4" 1.03999254490186 0 111
"FailureState 4" 1.13084246198256 0 111
"WorkingState 1" 1.13547100524812 753.106983693061 111
"WorkingState 2" 1.96445376639954 0 111
"WorkingState 3" 2.80630525389898 0 111
"WorkingState 1" 0 0 112
"FailureState 1" 5.8397141268135 0 112
"WorkingState 1" 0 0 113
"WorkingState 2" 0.163946847222847 0 113
"WorkingState 3" 1.46838775523942 0 113
"WorkingState 4" 2.04580303249819 0 113
"WorkingState 1" 0 0 114
"WorkingState 2" 8.29998077856537 0 114
"WorkingState 1" 0 0 115
"WorkingState 2" 0.109722832504475 0 115
"WorkingState 3" 0.760664558892073 0 115
"WorkingState 4" 0.784638318336003 0 115
"FailureState 4" 0.850003822265991 0 115
"WorkingState 1" 0.854426994054043 733.706755873049 115
"WorkingState 2" 2.21434563677095 0 115
"WorkingState 1" 0 0 116
"WorkingState 2" 0.613076717989974 0 116
"FailureState 2" 3.21426881844976 0 116
"WorkingState 1" 0 0 117
"FailureState 1" 1.08532798979614 0 117
"WorkingState 1" 1.08663596352653 67.8144965679997 117
"WorkingState 2" 3.38583687989953 0 117
"WorkingState 1" 0 0 118
"WorkingState 2" 1.13690953446245 0 118
"FailureState 2" 1.89364967731768 0 118
"WorkingState 2" 1.89788559022595 140.597705813812 118
"WorkingState 3" 2.51322222432832 0 118
"WorkingState 1" 0 0 119
"FailureState 1" 0.373383698477218 0 119
"WorkingState 1" 0.376307200136384 104.382924478458 119
"WorkingState 2" 2.45265695258819 0 119
"WorkingState 1" 0 0 120
"WorkingState 2" 1.15840817514998 0 120
"WorkingState 3" 2.10114570872903 0 120
"WorkingState 1" 0 0 121
"WorkingState 2" 4.24625399902347 0 121
"WorkingState 1" 0 0 122
"WorkingState 2" 0.688676373885534 0 122
"WorkingState 3" 1.98069790874689 0 122
"WorkingState 4" 1.99357132144371 0 122
"FailureState 4" 2.2081946479953 0 122
"WorkingState 1" 0 0 123
"WorkingState 2" 0.817187488449268 0 123
"WorkingState 3" 0.856294632519955 0 123
"FailureState 3" 1.0509145422382 0 123
"WorkingState 3" 1.05441611653392 301.66906086101 123
"WorkingState 4" 1.08047995012839 0 123
